comment,comment_without_emo,sentiment,intent
ผมว่าอยู่ที่คนขับด้วยแหละครับ ผมขับรถที่บ้าน3คัน ถ้าทางไกลก็ได้เกิน20ทุกคันนะครับ นิสสันมาร์ชMT กรุงเทพ-ชุมพร 23โล/ลิตร มาสด้า2 กรุงเทพ-ปราจีน-กรุงเทพ 25โล/ลิตร ล้าสุดเอาซิตี้ไปชะอำ ได้24โล/ลิตรครับ,ผมว่าอยู่ที่คนขับด้วยแหละครับ ผมขับรถที่บ้าน3คัน ถ้าทางไกลก็ได้เกิน20ทุกคันนะครับ นิสสันมาร์ชMT กรุงเทพ-ชุมพร 23โล/ลิตร มาสด้า2 กรุงเทพ-ปราจีน-กรุงเทพ 25โล/ลิตร ล้าสุดเอาซิตี้ไปชะอำ ได้24โล/ลิตรครับ,Neutral,Neutral
กินเสดแระเลยไปเข้าฟิตเนต มันก็จะดีนะ,กินเสดแระเลยไปเข้าฟิตเนต มันก็จะดีนะ,Positive,Neutral
ต็อดดดดดดดนี่เป็นของเบียร์สิงห์รึปล่าวครับ,ต็อดดดดดดดนี่เป็นของเบียร์สิงห์รึปล่าวครับ,Neutral,Neutral
"ขอรีวิวเปรียบเทียบ ลาแมร์, ดิออร์, อีฟแซง ค่ะ","ขอรีวิวเปรียบเทียบ ลาแมร์, ดิออร์, อีฟแซง ค่ะ",Neutral,Neutral
สมาคมจิตวิทยาแห่งประเทศไทยจัดประชุมทางวิชาการ 24-25 พย. 60 ที่โรงพยาบาลกรุงเทพ สำนักงานใหญ่ ดูรายละเอียดและสมัครได้ที่ลิงค์ของสมาคม www.thaipsy.com,สมาคมจิตวิทยาแห่งประเทศไทยจัดประชุมทางวิชาการ 24-25 พย. 60 ที่โรงพยาบาลกรุงเทพ สำนักงานใหญ่ ดูรายละเอียดและสมัครได้ที่ลิงค์ของสมาคม www.thaipsy.com,Neutral,Neutral
เมื่อไรดี,เมื่อไรดี,Neutral,Neutral
จะแดกอีกแล้ว,จะแดกอีกแล้ว,Neutral,Neutral
เบียร์ช้างกินได้คะ,เบียร์ช้างกินได้คะ,Neutral,Neutral
แคทตี้ ไปมั้ย,แคทตี้ ไปมั้ย,Neutral,Neutral
วันครอบครัว #สวยกล้าท้าทุกแสง#คู่หูท้าแดด#kmacosmetics,วันครอบครัว #สวยกล้าท้าทุกแสง#คู่หูท้าแดด#kmacosmetics,Positive,Neutral
"ขอบพระคุณที่ไว้วางใจให้โอเลย์ช่วยดูแลผิวสวยของคุณนะคะ <3 ตอนนี้มีโปรพิเศษ เซ็ต โอเลย์ โททัล เอฟเฟ็คส์ เดย์ครีม เอสพีเอฟ 15 และไนท์ครีม พิเศษเพียง 799 บาท จากปกติ 1,098 บาท รับฟรี กระเป๋าเครื่องสำอาง มูลค่า 790 บาทอยู่นะคะ รายละเอียดคลิกที่นี่ได้เลยค่ะ http://spr.ly/6184DZEtp หรือคลิกดูโปรโมชั่นพิเศษ เมื่อสั่งออนไลน์ผ่านลาซาด้าได้ที่นี่ค่ะ http://spr.ly/6185DZEtV","ขอบพระคุณที่ไว้วางใจให้โอเลย์ช่วยดูแลผิวสวยของคุณนะคะ <3 ตอนนี้มีโปรพิเศษ เซ็ต โอเลย์ โททัล เอฟเฟ็คส์ เดย์ครีม เอสพีเอฟ 15 และไนท์ครีม พิเศษเพียง 799 บาท จากปกติ 1,098 บาท รับฟรี กระเป๋าเครื่องสำอาง มูลค่า 790 บาทอยู่นะคะ รายละเอียดคลิกที่นี่ได้เลยค่ะ http://spr.ly/6184DZEtp หรือคลิกดูโปรโมชั่นพิเศษ เมื่อสั่งออนไลน์ผ่านลาซาด้าได้ที่นี่ค่ะ http://spr.ly/6185DZEtV",Positive,Neutral
บ.ดิอาจิโอ โมเอ็ท เฮนเนสซี่(ประเทศไทย) จำกัด ผู้นำเข้า และ จัดจำหน่ายเครื่องดื่มแบรนด์จอห์นนี่ วอล์กเกอร์ มาร่วมจัดกิจกรรม เปิดบูธ กับทางร้าน App Arena Rama9 ในงานHalloween Party The Night He Came Home ที่ผ่านมา... #ของแท้แน่นอนตรวจสอบได้ #โปรโมชั่นถูกเพราะเรากล้าที่จะให้,บ.ดิอาจิโอ โมเอ็ท เฮนเนสซี่(ประเทศไทย) จำกัด ผู้นำเข้า และ จัดจำหน่ายเครื่องดื่มแบรนด์จอห์นนี่ วอล์กเกอร์ มาร่วมจัดกิจกรรม เปิดบูธ กับทางร้าน App Arena Rama9 ในงานHalloween Party The Night He Came Home ที่ผ่านมา... #ของแท้แน่นอนตรวจสอบได้ #โปรโมชั่นถูกเพราะเรากล้าที่จะให้,Neutral,Neutral
